QW917_000002	extracellular region;lytic vacuole;cellular anatomical entity;membrane;cytoplasm;lysosome;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;extracellular space;peptidase activity;hydrolase activity;cysteine-type endopeptidase activity;cysteine-type peptidase activity;catalytic activity;endopeptidase activity;catalytic activity, acting on a protein;cellular process;catabolic process;organonitrogen compound catabolic process;proteolysis;protein catabolic process;metabolic process;protein metabolic process;protein metabolic process;proteolysis involved in protein catabolic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;macromolecule catabolic process;cellular metabolic process;obsolete cellular macromolecule metabolic process;obsolete cellular macromolecule catabolic process;organic substance catabolic process;cellular catabolic process;primary metabolic process;organic substance metabolic process;protein catabolic process;macromolecule metabolic process"
QW917_027838	"nucleus;membrane;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;sequence-specific double-stranded DNA binding;transcription cis-regulatory region binding;DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;cis-regulatory region sequence-specific DNA binding;heterocyclic compound binding;organic cyclic compound binding;double-stranded DNA binding;sequence-specific DNA binding;nucleic acid binding;transcription regulator activity;DNA-binding transcription factor activity;RNA polymerase II transcription regulatory region sequence-specific DNA binding;DNA binding;binding;transcription regulatory region nucleic acid binding;obsolete cellular macromolecule biosynthetic process;regulation of RNA biosynthetic process;cellular process;obsolete regulation of nucleic acid-templated transcription;transcription by RNA polymerase II;regulation of transcription by RNA polymerase II;aromatic compound biosynthetic process;RNA metabolic process;organic substance biosynthetic process;regulation of metabolic process;metabolic process;obsolete nucleic acid-templated transcription;regulation of cellular biosynthetic process;nucleobase-containing compound biosynthetic process;RNA biosynthetic process;regulation of nitrogen compound metabolic process;organic cyclic compound metabolic process;gene expression;biological regulation;cellular biosynthetic process;DNA-templated transcription;nitrogen compound metabolic process;cellular metabolic process;regulation of cellular metabolic process;cellular aromatic compound metabolic process;regulation of RNA metabolic process;regulation of primary metabolic process;regulation of macromolecule metabolic process;regulation of biological process;obsolete cellular macromolecule metabolic process;regulation of gene expression;regulation of nucleobase-containing compound metabolic process;regulation of macromolecule biosynthetic process;cellular nitrogen compound biosynthetic process;biosynthetic process;organic cyclic compound biosynthetic process;regulation of cellular process;primary metabolic process;nucleic acid metabolic process;regulation of biosynthetic process;nucleobase-containing compound metabolic process;cellular nitrogen compound metabolic process;heterocycle biosynthetic process;organic substance metabolic process;obsolete regulation of cellular macromolecule biosynthetic process;regulation of DNA-templated transcription;macromolecule metabolic process;heterocycle metabolic process;macromolecule biosynthetic process"
QW917_027842	"phosphotransferase activity, alcohol group as acceptor;kinase activity;transferase activity;protein kinase activity;catalytic activity;catalytic activity, acting on a protein;protein tyrosine kinase activity;transferase activity, transferring phosphorus-containing groups"
QW917_027842	"phosphotransferase activity, alcohol group as acceptor;kinase activity;transferase activity;protein kinase activity;catalytic activity;catalytic activity, acting on a protein;protein tyrosine kinase activity;transferase activity, transferring phosphorus-containing groups"
QW917_027844	"membrane-bounded organelle;intracellular anatomical structure;motile cilium;cilium;plasma membrane bounded cell projection;plasma membrane region;plasma membrane;protein-containing complex;membrane;cell periphery;intraciliary transport particle;intracellular membrane-bounded organelle;intracellular organelle;cell projection;nucleus;organelle;cellular anatomical entity;microtubule-based process;organelle organization;cellular process;cell projection organization;male gamete generation;vesicle targeting, to, from or within Golgi;cellular component assembly;vesicle-mediated transport;cellular macromolecule localization;localization;vesicle targeting;spermatogenesis;cilium assembly;microtubule cytoskeleton organization;cytoskeleton organization;reproduction;cellular component biogenesis;reproductive process;cellular process involved in reproduction in multicellular organism;vesicle localization;sexual reproduction;intracellular transport;multicellular organism reproduction;protein localization;axoneme assembly;protein-containing complex localization;plasma membrane bounded cell projection assembly;cilium organization;cellular component organization;establishment of organelle localization;cytoskeleton-dependent intracellular transport;organelle localization;obsolete movement of cell or subcellular component;protein localization;anatomical structure development;plasma membrane bounded cell projection organization;spermatid differentiation;protein localization to cilium;organelle assembly;developmental process;multi-organism reproductive process;intraciliary transport involved in cilium assembly;developmental process involved in reproduction;cell development;multicellular organismal process;cell projection assembly;cellular developmental process;transport along microtubule;protein localization to organelle;germ cell development;microtubule-based transport;cellular localization;gamete generation;microtubule-based movement;transport;Golgi vesicle transport;microtubule bundle formation;cellular component organization or biogenesis;establishment of vesicle localization;macromolecule localization;multicellular organismal reproductive process;establishment of localization;cell differentiation;ciliary transition zone assembly;vesicle targeting, trans-Golgi to periciliary membrane compartment;establishment of localization in cell;spermatid development;intraciliary transport"
QW917_027845	"intracellular anatomical structure;protein-containing complex;membrane;BRCA1-A complex;intracellular membrane-bounded organelle;intracellular organelle;nuclear protein-containing complex;membrane-bounded organelle;nucleus;organelle;cellular anatomical entity;peptidase activity;hydrolase activity;protein binding;polyubiquitin modification-dependent protein binding;metallopeptidase activity;modification-dependent protein binding;catalytic activity;catalytic activity, acting on a protein;binding;histone deubiquitination;cellular process;cellular response to stress;double-strand break repair;macromolecule modification;DNA damage response;response to stimulus;protein K63-linked deubiquitination;proteolysis;metabolic process;response to stress;protein deubiquitination;organic cyclic compound metabolic process;DNA metabolic process;protein metabolic process;protein metabolic process;nitrogen compound metabolic process;protein modification by small protein conjugation or removal;organonitrogen compound metabolic process;cellular metabolic process;cellular aromatic compound metabolic process;obsolete cellular macromolecule metabolic process;protein modification by small protein removal;protein modification process;cellular response to stimulus;primary metabolic process;nucleic acid metabolic process;DNA repair;nucleobase-containing compound metabolic process;protein modification process;histone modification;cellular nitrogen compound metabolic process;organic substance metabolic process;macromolecule metabolic process;heterocycle metabolic process"
QW917_027846	catalytic activity;acyltransferase activity;transferase activity;ribose phosphate metabolic process;cellular process;lipid biosynthetic process;organic substance biosynthetic process;nucleoside phosphate metabolic process;phosphorus metabolic process;organophosphate metabolic process;metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;organic cyclic compound metabolic process;purine-containing compound metabolic process;organophosphate biosynthetic process;cellular biosynthetic process;sulfur compound metabolic process;small molecule metabolic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;cellular metabolic process;cellular aromatic compound metabolic process;phosphate-containing compound metabolic process;biosynthetic process;ribonucleotide metabolic process;amide metabolic process;primary metabolic process;phospholipid metabolic process;nucleotide metabolic process;cellular nitrogen compound metabolic process;purine ribonucleotide metabolic process;purine nucleotide metabolic process;heterocycle metabolic process;organic substance metabolic process;acyl-CoA metabolic process;phospholipid biosynthetic process;lipid metabolic process;nucleobase-containing compound metabolic process;cellular lipid metabolic process
QW917_027847	catalytic activity;acyltransferase activity;transferase activity;ribose phosphate metabolic process;cellular process;lipid biosynthetic process;organic substance biosynthetic process;nucleoside phosphate metabolic process;phosphorus metabolic process;organophosphate metabolic process;metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;organic cyclic compound metabolic process;purine-containing compound metabolic process;organophosphate biosynthetic process;cellular biosynthetic process;sulfur compound metabolic process;small molecule metabolic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;cellular metabolic process;cellular aromatic compound metabolic process;phosphate-containing compound metabolic process;biosynthetic process;ribonucleotide metabolic process;amide metabolic process;primary metabolic process;phospholipid metabolic process;nucleotide metabolic process;cellular nitrogen compound metabolic process;purine ribonucleotide metabolic process;purine nucleotide metabolic process;heterocycle metabolic process;organic substance metabolic process;acyl-CoA metabolic process;phospholipid biosynthetic process;lipid metabolic process;nucleobase-containing compound metabolic process;cellular lipid metabolic process
QW917_027848	membrane;cellular anatomical entity;binding;lipid binding
QW917_027859	protein-containing complex;membrane;large ribosomal subunit;intracellular membrane-bounded organelle;ribonucleoprotein complex;intracellular anatomical structure;ribosome;non-membrane-bounded organelle;mitochondrion;intracellular organelle lumen;intracellular organelle;mitochondrial protein-containing complex;membrane-bounded organelle;organelle lumen;organelle;ribosomal subunit;cytoplasm;intracellular non-membrane-bounded organelle;mitochondrial ribosome;mitochondrial large ribosomal subunit;membrane-enclosed lumen;mitochondrial matrix;organellar ribosome;cellular anatomical entity;structural molecule activity;structural constituent of ribosome;obsolete cellular macromolecule biosynthetic process;macromolecule biosynthetic process;cellular process;peptide biosynthetic process;translation;organic substance biosynthetic process;metabolic process;translational elongation;protein metabolic process;gene expression;protein metabolic process;peptide metabolic process;cellular biosynthetic process;organonitrogen compound biosynthetic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;cellular metabolic process;obsolete cellular macromolecule metabolic process;cellular nitrogen compound biosynthetic process;biosynthetic process;amide metabolic process;primary metabolic process;cellular nitrogen compound metabolic process;organic substance metabolic process;macromolecule metabolic process;amide biosynthetic process
QW917_027860	vacuolar membrane;organelle membrane;membrane;cytoplasm;bounding membrane of organelle;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;organic acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity;amino acid transmembrane transporter activity;L-amino acid transmembrane transporter activity;organic anion transmembrane transporter activity;monoatomic anion transmembrane transporter activity;transporter activity;transmembrane transporter activity;monoatomic ion transmembrane transporter activity;organic substance transport;carboxylic acid transport;transport;organic anion transport;organic acid transport;establishment of localization;localization;monoatomic ion transport;monoatomic anion transport;amino acid transport;neutral amino acid transport;nitrogen compound transport;L-amino acid transport
QW917_027864	protein-containing complex;membrane;small-subunit processome;intracellular membrane-bounded organelle;ribonucleoprotein complex;intracellular anatomical structure;t-UTP complex;nucleolus;non-membrane-bounded organelle;preribosome;intracellular organelle lumen;intracellular organelle;nuclear protein-containing complex;membrane-bounded organelle;organelle lumen;organelle;intracellular non-membrane-bounded organelle;nuclear lumen;membrane-enclosed lumen;90S preribosome;nucleus;cellular anatomical entity;cellular process;rRNA metabolic process;ncRNA processing;cellular component biogenesis;RNA metabolic process;metabolic process;organic cyclic compound metabolic process;gene expression;ribonucleoprotein complex biogenesis;nitrogen compound metabolic process;RNA processing;cellular metabolic process;cellular aromatic compound metabolic process;primary metabolic process;nucleic acid metabolic process;ncRNA metabolic process;cellular nitrogen compound metabolic process;nucleobase-containing compound metabolic process;rRNA processing;organic substance metabolic process;cellular component organization or biogenesis;ribosome biogenesis;macromolecule metabolic process;heterocycle metabolic process
QW917_035138	nucleus;membrane;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;chromatin DNA binding;chromatin binding;heterocyclic compound binding;organic cyclic compound binding;double-stranded DNA binding;nucleic acid binding;binding;protein-containing complex binding;DNA binding;nucleosome binding;organelle organization;cellular process;cellular component assembly;DNA conformation change;negative regulation of nitrogen compound metabolic process;negative regulation of nucleobase-containing compound metabolic process;cellular component biogenesis;nucleosome organization;regulation of metabolic process;chromosome condensation;metabolic process;chromosome organization;negative regulation of metabolic process;cellular component organization;regulation of nitrogen compound metabolic process;organic cyclic compound metabolic process;DNA metabolic process;negative regulation of DNA recombination;biological regulation;chromosome organization;protein-DNA complex organization;chromatin organization;DNA recombination;negative regulation of cellular metabolic process;nitrogen compound metabolic process;cellular metabolic process;regulation of cellular metabolic process;cellular aromatic compound metabolic process;obsolete cellular macromolecule metabolic process;regulation of primary metabolic process;regulation of macromolecule metabolic process;regulation of biological process;negative regulation of cellular process;regulation of nucleobase-containing compound metabolic process;regulation of cellular process;protein-containing complex organization;primary metabolic process;nucleic acid metabolic process;chromatin organization;nucleobase-containing compound metabolic process;regulation of DNA recombination;cellular nitrogen compound metabolic process;negative regulation of macromolecule metabolic process;negative regulation of DNA metabolic process;organic substance metabolic process;cellular component organization or biogenesis;chromatin organization;negative regulation of biological process;regulation of DNA metabolic process;macromolecule metabolic process;heterocycle metabolic process;chromatin remodeling
QW917_027866	"intracellular anatomical structure;membrane;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;nucleus;organelle;cellular anatomical entity;demethylase activity;oxidoreductase activity;catalytic activity;catalytic activity, acting on a protein;histone demethylase activity;organelle organization;cellular process;cellular component organization or biogenesis;chromatin organization;cellular component organization;chromatin remodeling;chromosome organization"
QW917_027871	"plasma membrane;membrane;cell periphery;cytoplasm;endomembrane system;vacuole;endoplasmic reticulum;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups;transferase activity;catalytic activity;O-acyltransferase activity;lipoprotein biosynthetic process;obsolete cellular macromolecule biosynthetic process;phosphatidylinositol metabolic process;cellular process;localization;cellular macromolecule localization;lipid biosynthetic process;protein localization to cell periphery;macromolecule modification;glycerolipid biosynthetic process;GPI anchor biosynthetic process;glycerolipid metabolic process;organic substance biosynthetic process;protein lipidation;membrane lipid biosynthetic process;phosphorus metabolic process;protein localization;metabolic process;organophosphate metabolic process;localization within membrane;protein localization to plasma membrane;liposaccharide metabolic process;carbohydrate derivative metabolic process;phosphatidylinositol biosynthetic process;glycolipid metabolic process;lipoprotein metabolic process;protein localization;protein metabolic process;protein metabolic process;organophosphate biosynthetic process;cellular biosynthetic process;protein localization to membrane;carbohydrate derivative biosynthetic process;organonitrogen compound biosynthetic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;cellular metabolic process;obsolete cellular macromolecule metabolic process;phosphate-containing compound metabolic process;protein modification process;biosynthetic process;membrane lipid metabolic process;glycerophospholipid metabolic process;primary metabolic process;phospholipid metabolic process;cellular localization;protein modification process;organic substance metabolic process;glycolipid biosynthetic process;macromolecule localization;phospholipid biosynthetic process;lipid metabolic process;macromolecule metabolic process;glycerophospholipid biosynthetic process;macromolecule biosynthetic process;cellular lipid metabolic process;GPI anchor metabolic process"
QW917_027871	"plasma membrane;membrane;cell periphery;cytoplasm;endomembrane system;vacuole;endoplasmic reticulum;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups;transferase activity;catalytic activity;O-acyltransferase activity;lipoprotein biosynthetic process;obsolete cellular macromolecule biosynthetic process;phosphatidylinositol metabolic process;cellular process;localization;cellular macromolecule localization;lipid biosynthetic process;protein localization to cell periphery;macromolecule modification;glycerolipid biosynthetic process;GPI anchor biosynthetic process;glycerolipid metabolic process;organic substance biosynthetic process;protein lipidation;membrane lipid biosynthetic process;phosphorus metabolic process;protein localization;metabolic process;organophosphate metabolic process;localization within membrane;protein localization to plasma membrane;liposaccharide metabolic process;carbohydrate derivative metabolic process;phosphatidylinositol biosynthetic process;glycolipid metabolic process;lipoprotein metabolic process;protein localization;protein metabolic process;protein metabolic process;organophosphate biosynthetic process;cellular biosynthetic process;protein localization to membrane;carbohydrate derivative biosynthetic process;organonitrogen compound biosynthetic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;cellular metabolic process;obsolete cellular macromolecule metabolic process;phosphate-containing compound metabolic process;protein modification process;biosynthetic process;membrane lipid metabolic process;glycerophospholipid metabolic process;primary metabolic process;phospholipid metabolic process;cellular localization;protein modification process;organic substance metabolic process;glycolipid biosynthetic process;macromolecule localization;phospholipid biosynthetic process;lipid metabolic process;macromolecule metabolic process;glycerophospholipid biosynthetic process;macromolecule biosynthetic process;cellular lipid metabolic process;GPI anchor metabolic process"
QW917_027879	ribosome;protein-containing complex;non-membrane-bounded organelle;cytosol;cytoplasm;intracellular non-membrane-bounded organelle;intracellular organelle;polysome;ribonucleoprotein complex;intracellular anatomical structure;organelle;cellular anatomical entity
QW917_027885	"membrane;cell periphery;plasma membrane;cellular anatomical entity;peptidase activity;hydrolase activity;catalytic activity;omega peptidase activity;catalytic activity, acting on a protein;cellular nitrogen compound metabolic process;sulfur compound metabolic process;cellular process;sulfur compound catabolic process;organic substance metabolic process;metabolic process;organonitrogen compound metabolic process;glutathione metabolic process;cellular metabolic process;cellular catabolic process;nitrogen compound metabolic process;cellular modified amino acid metabolic process;peptide metabolic process;organic substance catabolic process;catabolic process;organonitrogen compound catabolic process;amide metabolic process"
QW917_035139	"membrane;cell periphery;plasma membrane;cellular anatomical entity;peptidase activity;hydrolase activity;catalytic activity;omega peptidase activity;catalytic activity, acting on a protein;cellular nitrogen compound metabolic process;sulfur compound metabolic process;cellular process;sulfur compound catabolic process;organic substance metabolic process;metabolic process;organonitrogen compound metabolic process;glutathione metabolic process;cellular metabolic process;cellular catabolic process;nitrogen compound metabolic process;cellular modified amino acid metabolic process;peptide metabolic process;organic substance catabolic process;catabolic process;organonitrogen compound catabolic process;amide metabolic process"
QW917_035140	"membrane;cell periphery;plasma membrane;cellular anatomical entity;peptidase activity;hydrolase activity;catalytic activity;omega peptidase activity;catalytic activity, acting on a protein;cellular nitrogen compound metabolic process;sulfur compound metabolic process;cellular process;sulfur compound catabolic process;organic substance metabolic process;metabolic process;organonitrogen compound metabolic process;glutathione metabolic process;cellular metabolic process;cellular catabolic process;nitrogen compound metabolic process;cellular modified amino acid metabolic process;peptide metabolic process;organic substance catabolic process;catabolic process;organonitrogen compound catabolic process;amide metabolic process"
QW917_027886	"membrane;cell periphery;plasma membrane;cellular anatomical entity;peptidase activity;hydrolase activity;catalytic activity;omega peptidase activity;catalytic activity, acting on a protein;cellular nitrogen compound metabolic process;sulfur compound metabolic process;cellular process;sulfur compound catabolic process;organic substance metabolic process;metabolic process;organonitrogen compound metabolic process;glutathione metabolic process;cellular metabolic process;cellular catabolic process;nitrogen compound metabolic process;cellular modified amino acid metabolic process;peptide metabolic process;organic substance catabolic process;catabolic process;organonitrogen compound catabolic process;amide metabolic process"
QW917_027887	"membrane;cell periphery;plasma membrane;cellular anatomical entity;peptidase activity;hydrolase activity;catalytic activity;omega peptidase activity;catalytic activity, acting on a protein;cellular nitrogen compound metabolic process;sulfur compound metabolic process;cellular process;sulfur compound catabolic process;organic substance metabolic process;metabolic process;organonitrogen compound metabolic process;glutathione metabolic process;cellular metabolic process;cellular catabolic process;nitrogen compound metabolic process;cellular modified amino acid metabolic process;peptide metabolic process;organic substance catabolic process;catabolic process;organonitrogen compound catabolic process;amide metabolic process"
QW917_027888	"membrane;cell periphery;plasma membrane;cellular anatomical entity;peptidase activity;hydrolase activity;catalytic activity;omega peptidase activity;catalytic activity, acting on a protein;cellular nitrogen compound metabolic process;sulfur compound metabolic process;cellular process;sulfur compound catabolic process;organic substance metabolic process;metabolic process;organonitrogen compound metabolic process;glutathione metabolic process;cellular metabolic process;cellular catabolic process;nitrogen compound metabolic process;cellular modified amino acid metabolic process;peptide metabolic process;organic substance catabolic process;catabolic process;organonitrogen compound catabolic process;amide metabolic process"
QW917_027890	transporter activity;lipid transporter activity
QW917_027892	Golgi apparatus;plasma membrane;organelle subcompartment;cell periphery;Golgi apparatus subcompartment;membrane;cytoplasm;endomembrane system;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;trans-Golgi network;intracellular anatomical structure;organelle;cellular anatomical entity;organelle organization;cellular process;vesicle-mediated transport;localization;endoplasmic reticulum to Golgi vesicle-mediated transport;intracellular transport;vesicle fusion;cellular component organization;organelle membrane fusion;organelle fusion;membrane fusion;membrane organization;cellular localization;Golgi vesicle transport;transport;cellular component organization or biogenesis;vesicle organization;establishment of localization;endomembrane system organization;Golgi organization;establishment of localization in cell
QW917_027894	intracellular anatomical structure;membrane;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;nucleus;organelle;cellular anatomical entity;molecular adaptor activity;binding;ubiquitin-dependent protein catabolic process;cellular process;cellular response to stress;modification-dependent macromolecule catabolic process;response to nitrogen compound;proteasomal protein catabolic process;response to stimulus;catabolic process;organonitrogen compound catabolic process;proteolysis;protein catabolic process;modification-dependent protein catabolic process;metabolic process;response to stress;protein metabolic process;protein metabolic process;proteolysis involved in protein catabolic process;response to chemical;nitrogen compound metabolic process;organonitrogen compound metabolic process;macromolecule catabolic process;cellular metabolic process;obsolete cellular macromolecule metabolic process;obsolete cellular macromolecule catabolic process;organic substance catabolic process;cellular response to stimulus;cellular catabolic process;response to endoplasmic reticulum stress;primary metabolic process;organic substance metabolic process;response to organic substance;protein catabolic process;ubiquitin-dependent ERAD pathway;proteasome-mediated ubiquitin-dependent protein catabolic process;macromolecule metabolic process;ERAD pathway;response to organonitrogen compound
QW917_027894	intracellular anatomical structure;membrane;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;nucleus;organelle;cellular anatomical entity;molecular adaptor activity;binding;ubiquitin-dependent protein catabolic process;cellular process;cellular response to stress;modification-dependent macromolecule catabolic process;response to nitrogen compound;proteasomal protein catabolic process;response to stimulus;catabolic process;organonitrogen compound catabolic process;proteolysis;protein catabolic process;modification-dependent protein catabolic process;metabolic process;response to stress;protein metabolic process;protein metabolic process;proteolysis involved in protein catabolic process;response to chemical;nitrogen compound metabolic process;organonitrogen compound metabolic process;macromolecule catabolic process;cellular metabolic process;obsolete cellular macromolecule metabolic process;obsolete cellular macromolecule catabolic process;organic substance catabolic process;cellular response to stimulus;cellular catabolic process;response to endoplasmic reticulum stress;primary metabolic process;organic substance metabolic process;response to organic substance;protein catabolic process;ubiquitin-dependent ERAD pathway;proteasome-mediated ubiquitin-dependent protein catabolic process;macromolecule metabolic process;ERAD pathway;response to organonitrogen compound
QW917_027895	vacuolar membrane;lytic vacuole;plasma membrane;lysosomal membrane;lytic vacuole membrane;organelle membrane;cell periphery;membrane;cytoplasm;lysosome;bounding membrane of organelle;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;monoatomic cation transmembrane transporter activity;monoatomic cation channel activity;metal ion transmembrane transporter activity;monoatomic ion channel activity;channel activity;inorganic cation transmembrane transporter activity;calcium ion transmembrane transporter activity;gated channel activity;passive transmembrane transporter activity;transporter activity;inorganic molecular entity transmembrane transporter activity;transmembrane transporter activity;monoatomic ion transmembrane transporter activity;calcium channel activity;ligand-gated monoatomic ion channel activity
QW917_027896	"sequence-specific double-stranded DNA binding;transcription cis-regulatory region binding;DNA-binding transcription factor activity, RNA polymerase II-specific;RNA polymerase II cis-regulatory region sequence-specific DNA binding;cis-regulatory region sequence-specific DNA binding;heterocyclic compound binding;organic cyclic compound binding;double-stranded DNA binding;sequence-specific DNA binding;nucleic acid binding;transcription regulator activity;DNA-binding transcription factor activity;RNA polymerase II transcription regulatory region sequence-specific DNA binding;DNA binding;binding;transcription regulatory region nucleic acid binding;obsolete cellular macromolecule biosynthetic process;regulation of RNA biosynthetic process;cellular process;obsolete regulation of nucleic acid-templated transcription;transcription by RNA polymerase II;regulation of transcription by RNA polymerase II;aromatic compound biosynthetic process;RNA metabolic process;organic substance biosynthetic process;regulation of metabolic process;metabolic process;obsolete nucleic acid-templated transcription;regulation of cellular biosynthetic process;nucleobase-containing compound biosynthetic process;RNA biosynthetic process;regulation of nitrogen compound metabolic process;organic cyclic compound metabolic process;gene expression;biological regulation;cellular biosynthetic process;DNA-templated transcription;nitrogen compound metabolic process;cellular metabolic process;regulation of cellular metabolic process;cellular aromatic compound metabolic process;regulation of RNA metabolic process;regulation of primary metabolic process;regulation of macromolecule metabolic process;regulation of biological process;obsolete cellular macromolecule metabolic process;regulation of gene expression;regulation of nucleobase-containing compound metabolic process;regulation of macromolecule biosynthetic process;cellular nitrogen compound biosynthetic process;biosynthetic process;organic cyclic compound biosynthetic process;regulation of cellular process;primary metabolic process;nucleic acid metabolic process;regulation of biosynthetic process;nucleobase-containing compound metabolic process;cellular nitrogen compound metabolic process;heterocycle biosynthetic process;organic substance metabolic process;obsolete regulation of cellular macromolecule biosynthetic process;regulation of DNA-templated transcription;macromolecule metabolic process;heterocycle metabolic process;macromolecule biosynthetic process"
QW917_027898	fucosyltransferase activity;transferase activity;hexosyltransferase activity;catalytic activity;glycosyltransferase activity;glycosylation;metabolic process
QW917_027899	fucosyltransferase activity;transferase activity;hexosyltransferase activity;catalytic activity;glycosyltransferase activity;glycosylation;metabolic process
QW917_027900	vacuolar membrane;lytic vacuole;plasma membrane;lysosomal membrane;lytic vacuole membrane;organelle membrane;cell periphery;membrane;cytoplasm;lysosome;bounding membrane of organelle;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;cellular anatomical entity;monoatomic cation transmembrane transporter activity;monoatomic cation channel activity;metal ion transmembrane transporter activity;monoatomic ion channel activity;channel activity;inorganic cation transmembrane transporter activity;calcium ion transmembrane transporter activity;gated channel activity;passive transmembrane transporter activity;transporter activity;inorganic molecular entity transmembrane transporter activity;transmembrane transporter activity;monoatomic ion transmembrane transporter activity;calcium channel activity;ligand-gated monoatomic ion channel activity
QW917_027901	"membrane-enclosed lumen;intracellular anatomical structure;nuclear chromosome;intracellular protein-containing complex;organelle lumen;nucleus;epsilon DNA polymerase complex;DNA polymerase complex;membrane;intracellular membrane-bounded organelle;transferase complex;intracellular organelle lumen;intracellular organelle;transferase complex, transferring phosphorus-containing groups;membrane-bounded organelle;nuclear lumen;organelle;cellular anatomical entity"
QW917_027902	oxidoreductase complex;protein-containing complex;mitochondrion;membrane;intracellular membrane-bounded organelle;intracellular organelle;catalytic complex;membrane-bounded organelle;organelle;carboxylic acid binding;anion binding;small molecule binding;heterocyclic compound binding;organic cyclic compound binding;oxidoreductase activity;ion binding;catalytic activity;cation binding;binding;cellular process;alpha-amino acid metabolic process;catabolic process;organonitrogen compound catabolic process;metabolic process;organic acid metabolic process;carboxylic acid catabolic process;amino acid metabolic process;small molecule metabolic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;cellular metabolic process;organic substance catabolic process;cellular catabolic process;primary metabolic process;oxoacid metabolic process;organic acid catabolic process;carboxylic acid metabolic process;organic substance metabolic process;small molecule catabolic process
QW917_027924	membrane-enclosed lumen;intracellular anatomical structure;nucleoplasm;protein-containing complex;nucleus;membrane;intracellular membrane-bounded organelle;intracellular organelle lumen;organelle lumen;intracellular organelle;nuclear protein-containing complex;membrane-bounded organelle;nuclear lumen;organelle;cellular anatomical entity;cellular process;cellular response to stress;DNA damage response;response to stimulus;metabolic process;response to stress;organic cyclic compound metabolic process;DNA metabolic process;nitrogen compound metabolic process;cellular metabolic process;cellular aromatic compound metabolic process;obsolete cellular macromolecule metabolic process;cellular response to stimulus;primary metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;cellular nitrogen compound metabolic process;DNA repair;organic substance metabolic process;macromolecule metabolic process;heterocycle metabolic process
QW917_027925	"hydrolase activity;phosphatase activity;catalytic activity;hydrolase activity, acting on ester bonds;phosphoric ester hydrolase activity;phosphorus metabolic process;cellular process;metabolic process;cellular metabolic process;phosphate-containing compound metabolic process;dephosphorylation"
QW917_027926	protein-containing complex;dynein complex;non-membrane-bounded organelle;cytoplasm;cytoskeleton;microtubule associated complex;intracellular non-membrane-bounded organelle;cytoplasmic dynein complex;intracellular organelle;microtubule cytoskeleton;catalytic complex;intracellular anatomical structure;organelle;cellular anatomical entity;binding;protein binding;microtubule-based process;microtubule-based movement;cellular process;obsolete movement of cell or subcellular component
QW917_027928	ubiquitin ligase complex;intracellular protein-containing complex;protein-containing complex;transferase complex;catalytic complex;cullin-RING ubiquitin ligase complex
